,birch0,birch1,birch2,birch3,birch4,birch5,birch6,birch7,birch8,birch9,birch10,birch11,birch12,birch13,birch14,birch15,birch16,birch17,birch18,birch19,birch20,birch21,birch22,birch23,birch24,birch25,birch26,birch27,birch28,birch29,birch30,birch31,birch32,birch33,birch34,birch35,birch36,birch37,birch38,birch39,birch40,birch41,birch42,birch43,birch44,birch45,birch46,birch47,birch48
10,5.3385348336550615,3.8030275079045834,3.4998144068528236,5.039211095241861,3.0612105196258517,1.979152819077344,4.163106734741147,4.498157673219105,3.502088458007157,4.238337066108926,4.637979136040187,4.453967233861678,4.779067850555,3.7139889762061724,6.267630750382954,5.226057510965108,3.9927137507446213,3.610986678919783,4.997362859859433,5.230475686572388,5.531315840343802,5.791539551875551,5.101974138519859,7.737907856487209,11.12705152847595,5.071434926804755,4.080847928751701,3.431695820541726,3.170655973553849,5.815254971730593,6.636123722966943,11.147568964353754,4.755307361767374,4.305821279695624,7.432365270902965,4.926023545045557,8.971323777419059,5.610526935637306,8.450479231855331,8.192653420487579,5.065130880291181,6.039967572722791,10.724663216489631,6.795081643883941,5.894713294593265,7.014000814688801,9.885618522475252,7.64677084902219,4.444022494935206
11,6.184847632808985,2.5940081973776055,4.595066073970286,5.821654265027667,4.315669514216813,4.002796726920539,4.663941310734889,5.50608753790534,4.8880835558725035,4.493489061504075,4.9692334598029735,5.426199557056944,3.1775715070862973,4.979450989787515,6.504952980436223,5.6129452034945775,4.154293769011576,4.997027677595016,5.048367207820511,5.478733819873001,3.7676079963255917,5.9384301107251645,2.895676073803927,7.945139753928286,11.850369096146032,5.833338620415745,5.2247568596135014,4.132774075176327,4.253239843257494,6.573003679115632,7.340147726131933,11.388019410968907,5.202253092952181,4.900420209325963,6.439583081919234,5.0952727879299555,9.387467164282912,5.623416240045817,8.924347536115706,8.93723588298753,5.635224632709477,6.053903958184469,10.694997738777587,6.8454356972527854,5.877512631846868,7.440965470795021,9.938746996763307,7.370041974227586,5.0411108016460755
12,4.151672604582378,5.702617495887431,3.0117939584315554,0.1947712761615153,4.2805502994928695,3.927991982289982,3.469212239795244,3.6914217753241836,3.4952346462122668,4.552854622117263,4.7913581218722445,2.7749633575780526,4.929864223486223,3.106609663489371,3.187645106543316,2.5517550256591406,4.5977032327487475,2.3089773816061427,2.6761053430801547,3.484359144431884,5.222517167142819,2.7201299140264736,5.134126420022025,5.939338507605683,11.611163625579401,4.173625260968731,3.3858067563035528,3.6114004912074473,3.661615552685567,6.873521102284874,4.2047412212351585,11.413576812392861,5.77100604207374,6.486843428329508,7.762453712198768,5.30204269364129,10.03528328147509,4.63568372880722,8.453529038231277,10.022295379672661,5.159539174024201,3.803369047725167,9.51778158501872,5.0995773680090855,2.9428021541224916,3.629733634594968,7.814407560961208,5.0014395365898485,2.798287644738244
13,4.388045615887912,5.052909872732566,3.1641835345423086,3.7711884391970965,2.7211650035738697,3.5742270327411143,1.3621216368607865,4.740812879149659,4.032929521511475,4.411006019527932,2.665991128706674,3.2052940834118515,4.536513415849752,3.1694111146107327,5.105485046218701,4.409385383392457,3.9068870651320515,3.0488444024106074,2.8665333778472597,5.09431179900574,5.161884987013124,2.5801723680917967,5.776577367342371,6.709077443492963,11.587978651668035,4.242775128108515,3.950240903207903,2.981614191283088,4.478120867996855,6.98446335433026,5.5586532699650375,10.80864813222096,3.937220381113967,3.441034291365135,7.0052318842249,3.9355756538684745,9.732039430241535,3.1395467027372965,8.21167845184839,8.471256768226805,3.753215549039305,3.4874015809486227,9.137060191298001,4.645819596847105,4.368964780570634,5.930451552354835,7.6727080585225265,5.6629938405877684,2.724115799380753
14,5.188968184826144,5.296555258155562,2.1097289493776716,3.4842892646609576,4.029921888363375,2.827023868587022,3.881970948531326,2.8956946397030427,4.135697715628704,4.600191178447051,3.1804113185649445,2.0270551433191244,5.130425532790965,2.9427794058996586,4.287498585891044,3.8438919420995528,4.760762537211488,3.513818153644301,4.337273850049701,4.074272042628711,4.443391275228144,4.412615153640172,4.649034765092311,6.55787436917571,11.575215842669342,3.8450225895076264,0.45193317789948145,3.063067263784708,3.090129505189622,6.623182860118826,6.343976281972699,11.465660238516033,6.780805371173907,5.171040745942057,7.256116224876327,5.584359903580422,9.6230763739426,5.310297403386806,8.337240607309575,10.237434606329723,6.12805460909477,5.178396079149146,10.640990299500997,6.659574974643451,5.189939698472868,6.254266000679502,9.069544342686418,7.320629380366542,4.218814740217942
15,4.879845134129564,5.310689368160562,4.048978341858905,4.082087459866113,3.6207986883166066,3.1890344738237144,4.3500556654191636,1.756990926852424,3.4736204400953796,4.979942412279116,4.298045706049082,2.7352969875078377,6.10606119536957,4.701309805026763,4.968426862453872,4.474445385132813,4.732996624871253,3.675479290985036,4.932487732984199,3.984553276034596,3.7594850139307066,4.819244886104766,4.545420009812373,6.835912521934497,11.370394216754041,4.580341957086311,2.7262991447864984,4.349791285747993,2.9967104707627135,6.6250399782320635,6.83605204246492,11.141921041263377,6.9829856537853905,6.392077983822593,7.181957742708065,4.635331640288992,9.440129969714455,5.876667834705864,8.768085814555436,10.032414138451433,5.8772983730552,6.179483540604698,11.243044280227899,6.908942938381998,5.246299113541539,6.029977314111005,9.355772376423733,6.905760171311983,5.525362308052286
16,4.268926446641082,4.561443411654761,2.8874718262119132,2.63398961481707,3.118694926041299,2.8081866725532647,2.6394656287843876,3.290235290398302,1.2811961467458863,4.5384263883319225,4.3981361959060745,2.744701216553086,4.4037896000356245,3.000369496381132,3.979353251332086,3.0929035810663206,3.452704999939923,2.2632183133340082,3.3911926759411,3.8977541396921795,4.63153079175297,3.7223012908665423,4.536492286671075,6.604193982449982,11.132110590138712,3.4787403136469823,3.1225658730732544,2.576937597705303,2.5824554973589335,5.885695940509335,5.578531610027806,10.950082057745208,4.788302092973791,4.998464896437751,7.484900058159106,3.778055750614436,8.855830431168547,4.541151219465891,8.272709971383053,8.890613941667446,5.254103216378515,5.193133951246455,10.14597568572814,6.120242132560633,3.710524738483752,5.027813561178273,8.806871961161633,6.045517487969727,3.4437442655048023
17,4.029975596985106,3.8745145538009496,3.019268234915716,3.874554458504576,2.6016058199645182,0.7585807718162452,3.4714627745058326,3.338338949589711,2.7336375717855588,4.111478444143183,4.2491865021725905,3.2626547825348737,4.268114273583215,2.746539518572339,4.997637024288546,4.294173975587716,3.1699288357611475,2.741282601939638,4.060974781890949,3.970518665846557,4.71487334279121,4.817890571742158,4.529575326880838,7.205090915744825,11.197442323578912,3.499723257066719,3.141224348127729,2.682504093677055,2.2057429211473663,5.705000843185664,5.923336573478177,11.154299708251248,5.125189200174488,4.760323481480327,7.0965502425575036,4.356026771410525,8.767046891960215,4.616332752865328,8.118257911801802,8.937052991059552,4.681500964423423,5.569619248281922,10.397722298005904,6.1943987853485485,4.857049419100032,6.0345023150157795,9.217802948487995,6.551592007920344,3.7449356830152887
18,3.9036046106821214,5.84647737586503,3.456798386767787,2.578214102512857,3.530369401211762,4.291392318296561,2.3233019756030475,4.039913936075156,4.161588216376906,4.521444649356311,3.3876103473668464,2.6862979945530414,5.253805227439519,3.790067921443378,3.824762171101024,3.7845685570160255,4.3936915983084655,3.074327687843614,2.0749078119047484,4.050504291290433,4.9613729878415205,0.42511703482486285,5.5715251084156,5.888847021586267,11.780377891534792,4.417960866746356,3.863449124855635,3.6765610007136744,4.439780687078829,7.314983704560659,4.568930516460612,10.978571773099723,5.110557662645158,5.442876501583437,7.189814268221003,4.263797680453181,10.190530242498284,3.1813157318511225,8.372651987634296,9.462315617577904,4.091066086807793,2.649661553542502,8.874117444034077,3.773034069812837,3.0330557648597094,4.30347745066439,6.631323487301078,4.228995739183376,2.9478973242115645
19,6.7477980585268345,6.409338010561418,4.288428217984493,4.72106188347137,4.6144032770418,4.464185969119615,4.340879710400962,4.971564922524329,4.63502046264304,1.6507350353478834,4.765018795440196,5.339321045042703,6.444880084740443,5.4803138081567315,5.740627197445828,3.287204064691822,3.2816206402780703,4.455678823641439,3.6272323998406337,4.0617002348883835,5.500518983669074,4.951910487611526,4.553682837716772,6.7108157262925525,11.877302489688788,6.5691487366231565,5.008808014428486,4.062198191345145,3.3010014387860735,6.441774666183324,7.247702879025446,11.009095244645811,4.986493256719152,6.124871325489239,8.409939087060712,4.553763157392489,9.635944620357135,6.1191398557575205,9.209518998004079,9.460351805379426,5.504532243952927,4.7415039389191795,10.64969751700459,6.439265089070096,4.199510114135275,6.345766957323869,10.151468883004735,6.0716398418090956,4.695802059162689
20,3.7171177354386518,4.720682389784974,3.9937488815879996,4.261674595221144,2.448766177466883,3.529124486811761,2.0477881437453838,4.972499668122219,3.6053949932468585,4.535911280982576,4.028571715655195,4.07226029108237,4.4677357925468835,3.692040916753214,5.203895019688809,4.913989703315137,3.1659491973032052,3.3867200591663855,2.9568285397264757,4.82191986153248,5.5710641731368495,3.3293399955054688,5.758779413414218,7.1986243753039885,11.858905853452685,4.26122122089342,4.938429040838265,3.1496354152986554,4.297529827018482,6.585571899995101,5.263011142897511,11.11241983190251,3.0665957417186727,3.8415569631639133,7.20462635566421,3.207644030211699,9.214403162554701,2.45385934821646,8.19895879580672,8.286125436453498,3.208102225846404,4.195016952050765,8.986290691521278,4.313892673390853,4.006107187658697,5.615522452212228,7.52661447988182,4.905884208835685,2.921792126359542
21,5.170205249408964,0.38805910499729107,5.111797900803733,5.700621224959534,4.13025762019977,4.003367737349053,5.171316057722243,5.175784299928519,4.571192677480048,6.02800748532574,5.837501296656829,5.094810339477839,3.199791043296235,5.022660112334689,6.706515783441375,6.4909913791384,5.529095517262637,4.648360741841897,5.887831012958498,6.01832992579266,4.008835138885758,6.145143852987919,4.107921376917238,8.303127678733192,11.831968294495685,5.6514059302511885,5.3472456098736165,5.119767219575827,4.90816232389661,6.9975103821054345,6.551208568381124,11.841243855859227,5.968739349845891,5.896579660123971,6.086354899879521,5.6786317946430644,9.703735788409691,5.898892634011469,8.936993265124753,9.054955891666372,5.508750312991979,6.7262765097674135,10.763372877983786,6.793710411808342,6.446959318027434,6.964575832831109,9.271418955569693,7.5975068300749395,5.510587750302345
22,5.204204046922471,5.081530596035081,0.3871523278755518,3.142022609458582,3.976535115088266,2.949762529522468,3.3850827412858733,3.8379101769688737,3.9803269636324448,3.787390778137683,3.2489275972276737,2.823163274410871,4.4873517384983845,2.2583789334164797,3.8253658206916628,3.423109832336875,4.209150384544614,3.38591600191272,3.3454226380029732,3.8210411714050956,5.23726474347235,3.9609665464945722,4.584792298062929,6.288768763185057,11.671494981975986,4.141676106679014,2.1204854599598972,1.9817040215002495,2.9520614089389308,6.22476983116058,5.40517512382432,11.495325743456242,5.5230965859585455,4.297276844114012,7.515773656341856,5.422680527014936,9.500674703711912,4.563169681750076,8.094545470915797,9.637738712783351,5.703265444176448,4.010778298529513,9.741508367480613,5.765006636133393,4.307047610209518,5.661205713637754,8.440428901845092,6.721436636630744,2.800312466840272
23,4.747927160955907,4.6753040167055255,4.80344492684084,4.412366761875385,3.3333395346139243,3.748946467355866,4.017964836942629,3.9669951177754648,1.3024673950250065,5.0485850019731995,5.824400180952407,4.544439613289337,5.633836780987471,5.098844087111814,5.43814720606858,4.735581987939152,3.807750890812843,3.5685417227254157,4.61407899880042,4.593022214500603,5.239256142741872,5.078101408580576,4.970916841656277,7.35923777404451,11.05251140870274,5.183507690720437,5.0445285258580705,4.286797347476238,3.231300029339129,5.897549440251215,6.250678525524875,10.824985354078896,4.601914624128913,6.047451273651786,7.889857773146596,3.204650374292104,8.784215742552416,5.499962691204885,8.870545201225948,8.2003597216822,5.272016626749223,6.390706719421496,10.678199420182956,6.535956731718079,4.396973359622028,5.36483312261245,9.304677972181715,6.118358005337414,5.093268504588336
25,4.244369382157028,3.9667498960932672,3.079561939392247,3.988863433045382,2.6331240718436075,0.7528506384580891,3.437257745538478,3.4788990526073658,2.877494808235392,4.061561691365542,4.162580162723842,3.3458513955214833,4.307241649579194,2.7804604874674603,5.193008922466536,4.25692433564856,3.1187151696501,2.7644695750413755,4.126241611329456,4.139820336717864,4.6755354719448485,4.888294469108358,4.581787632036129,7.285863496495644,11.2131897930818,3.551906919225373,3.1490477822153564,2.6987114661944127,2.309275756627555,5.76626164857037,6.196192923321743,11.130048598367475,5.141125419882183,4.688820095900752,7.1152806725125775,4.366112901223358,8.773482626317474,4.748992554645154,8.170790086817021,8.960320883625862,4.70958880542494,5.639588753177633,10.521482839153991,6.371155857364829,5.015155203640798,6.285190239093352,9.456928382747572,6.700129103435127,3.815541101559305
26,5.534613694649098,5.610320135155714,3.2209138805522315,4.999793726485263,3.551527015295549,3.7969129711792258,3.330056320208046,4.66764838491976,5.450050005888857,4.459795735145281,1.001572837726115,3.4303197182471905,5.575532931043715,4.003931308396609,5.788326971783688,5.375781489273838,4.909535840919226,4.426283046184344,4.248863561822986,5.4157619912723804,5.126925453942906,4.022592515521478,5.833939541449055,6.910356646339707,11.88165051034219,5.127357762805169,3.4150213498991047,3.6814321975501763,4.771715548775687,7.418268736598107,6.674302924975428,11.099458591670126,5.769544153835393,3.521548348449308,6.882313395213715,5.184057266132838,10.203322345548386,4.385480528258393,8.439011645768883,9.299836782357637,4.874655363510696,4.082880999385122,9.841023461163296,5.501425978360062,5.759196140263093,7.169547848980222,8.199480473714935,7.051203551611231,4.2410220459230485
28,3.6338738116968448,5.056239206264172,2.635607089686653,2.7214384120228146,3.262637767189537,3.069107485885801,3.185909378798786,2.2307491877733368,3.6102320962058077,4.9589375381332275,3.152132505962121,0.12478390281949568,5.031690110360934,3.0881412288116743,3.5356814992347476,4.135923288123659,4.731961580339454,2.9749370385498755,3.63371609044599,3.6742098723232064,4.205855079376015,3.0038417334886227,4.910975502269577,6.143311182384871,11.506333136589223,3.407174398916518,1.7554993084602493,3.350557336144324,3.4651384165228825,6.814576850171631,5.038635154934028,11.23652779487308,6.3244472959030995,5.3554008281817405,6.788673759169097,4.794193440258214,9.744931052681325,4.066188959007061,8.133822224591622,9.860942361063211,5.1229099721568385,4.427371887271601,9.804921586483093,5.235060605491454,4.2623210084728065,4.920790108677272,7.3833469467460064,5.935199395197898,3.8239205254315096
29,5.2745899853504365,3.4335694069371883,4.064550031131354,4.793449136184522,4.698984162376869,4.461008102907371,4.237147696463064,5.565253408699022,5.286250862079958,5.136697793964105,4.69134161965906,4.6644744891856895,1.9900167227776304,3.983378926739122,5.326646788392867,5.281885482945921,4.7928552203207015,4.676910259312571,4.169365340918363,5.202516107138954,4.177385760077865,4.679963154829855,3.8096958397426306,7.391444151842567,12.226505860350793,4.975445533762275,4.8657300236178775,3.9174791877551547,4.914368803284322,7.258419954525973,5.869344348574049,11.788214064108363,5.597484132438245,5.129253068081846,6.314857275767913,5.758921585716876,10.04353663114513,4.360800175389412,8.604823122107575,9.735323987179827,5.433784667873499,4.775247679486946,9.58071979443311,5.610955001674718,5.106279160913103,6.394714688360666,8.284020532032274,6.412369316497035,3.8058695796725353
30,3.914953518597589,5.2427987731014545,3.384932517820379,3.6376598587372166,4.2310172844628875,3.1196125748293135,3.7778816562155835,4.557171314407877,4.375924165208126,5.519000061510129,4.502260929117801,3.2009427505599755,4.08189014012198,1.702883270054128,4.653000682403442,4.663753954539186,4.422843936247272,3.447532115944572,4.03254388749346,4.863299188280596,5.600223827692093,4.409031801201554,5.865018085542155,7.235469482456042,11.035366928564708,2.5951537253392996,3.3927982088068194,3.2224013778990006,4.215075541230786,7.0229725608273235,5.574604164637609,11.053055462320662,6.151290782561689,5.312313236086775,7.442108385867804,5.752145409532609,9.865653159480496,4.0559520864991985,8.257561909930672,9.534551129513755,5.352570484491975,5.3237357134052585,9.983890760573315,6.117722637249033,5.113838298605103,6.156603870657703,8.649889172258657,6.554423739610296,3.2737162924494916
31,3.4807554523222444,4.318058508962665,2.4064489162792584,2.472043242236461,3.0742676704206207,2.5786870830723023,2.7342297704949416,3.5163868691375666,2.228498523202835,4.500398477206242,4.316322550968203,2.6648207260891157,3.8832162569722604,2.1487300662170887,3.508927407746587,3.617694019650468,3.543661399939367,2.3717219984044466,2.953023770020696,3.609807725674518,5.103371213201717,3.4611135665522386,4.746222630700244,6.511887356462831,11.282742183202574,3.137311750896826,3.1840433788999167,2.2249970070850975,2.795747115848607,5.928348713148647,4.430124091248251,11.185839334752938,4.626408758304244,4.743323439215455,7.322338700391368,4.287109364362781,9.04684031066883,3.588030190330649,7.963464477276583,8.915185767271742,4.78518582344637,4.509968021448179,9.434117487210326,5.174420928493392,3.427896663351457,4.526175096179003,7.834266506178993,5.556688884305534,2.490449342826082
32,5.534613694649098,5.610320135155714,3.2209138805522315,4.999793726485263,3.551527015295549,3.7969129711792258,3.330056320208046,4.66764838491976,5.450050005888857,4.459795735145281,1.001572837726115,3.4303197182471905,5.575532931043715,4.003931308396609,5.788326971783688,5.375781489273838,4.909535840919226,4.426283046184344,4.248863561822986,5.4157619912723804,5.126925453942906,4.022592515521478,5.833939541449055,6.910356646339707,11.88165051034219,5.127357762805169,3.4150213498991047,3.6814321975501763,4.771715548775687,7.418268736598107,6.674302924975428,11.099458591670126,5.769544153835393,3.521548348449308,6.882313395213715,5.184057266132838,10.203322345548386,4.385480528258393,8.439011645768883,9.299836782357637,4.874655363510696,4.082880999385122,9.841023461163296,5.501425978360062,5.759196140263093,7.169547848980222,8.199480473714935,7.051203551611231,4.2410220459230485
33,4.244369382157028,3.9667498960932672,3.079561939392247,3.988863433045382,2.6331240718436075,0.7528506384580891,3.437257745538478,3.4788990526073658,2.877494808235392,4.061561691365542,4.162580162723842,3.3458513955214833,4.307241649579194,2.7804604874674603,5.193008922466536,4.25692433564856,3.1187151696501,2.7644695750413755,4.126241611329456,4.139820336717864,4.6755354719448485,4.888294469108358,4.581787632036129,7.285863496495644,11.2131897930818,3.551906919225373,3.1490477822153564,2.6987114661944127,2.309275756627555,5.76626164857037,6.196192923321743,11.130048598367475,5.141125419882183,4.688820095900752,7.1152806725125775,4.366112901223358,8.773482626317474,4.748992554645154,8.170790086817021,8.960320883625862,4.70958880542494,5.639588753177633,10.521482839153991,6.371155857364829,5.015155203640798,6.285190239093352,9.456928382747572,6.700129103435127,3.815541101559305
34,4.557595939769904,4.991366186254288,2.1421415980014804,3.146234934768908,4.072308796629251,2.785291102772458,3.398312166679912,4.566257564692378,4.1479650248915565,4.7012171909530664,4.062216423528275,3.1233313270651086,3.7563232828666147,0.2586609584992618,4.455431796582985,3.8609094374444846,4.270547877271724,2.9677619062486276,3.6027926997850686,4.6198215377004175,5.627589544407076,4.192709991858457,5.457975146029012,6.973540096496854,11.545625481818803,3.1361689373135024,2.9169957370278294,2.4362902714841916,3.7583757902333748,6.635829412894343,5.358117532474738,11.532991845028649,5.5647961983877625,4.654282301311816,7.557940915202736,5.778177086216345,9.658162278268122,4.320251771381601,8.112632096612609,9.642824211466293,5.33895107662624,4.605492482734545,9.79095448661748,5.9898464558848445,4.8212357011439835,6.01137344861098,8.754774116276868,6.732020758526438,2.3286496285672436
