,birch0,birch1,birch2,birch3,birch4,birch5,birch6,birch7,birch8,birch9,birch10,birch11,birch12,birch13,birch14,birch15,birch16,birch17,birch18,birch19,birch20,birch21,birch22,birch23
11,1.990227902025875,5.29735081317513,6.750606541426553,6.133990452385095,4.362825762191576,4.644303971267899,4.777133167067462,2.3143177429034503,3.1674814778059823,3.9858870226332845,4.293053948033674,3.7112986223845117,2.7749781529530724,8.632745278218078,6.048403662446592,7.461198783298476,6.81872049475374,6.5466280006620945,4.011814575450827,3.9633554531521624,3.914990672245044,4.628842906857948,9.503437819048687,10.802358707176563
12,2.2074410805227824,3.884950523253238,6.895022677437802,5.2591854300342105,3.505798146427805,3.9305386796214297,4.01548937497143,1.2081322371369017,2.4079326344180516,2.6752165420080667,2.9855929946654904,2.1481499254846663,1.4936534229833178,7.813599104880403,4.008350778346656,7.110203381695958,6.1841505333995785,5.868410715187699,3.1117986140206684,4.053796852788299,3.5112212348182283,4.611074982712304,8.44529677006351,10.422505505956632
13,5.063923295404751,5.80561954657268,7.755588851449269,5.095859312175753,2.1851377942895205,4.256036575665573,4.586530177821107,4.370188744198766,5.289594558752271,5.162341160709299,5.313483678831006,4.7443709318859435,3.8783933613405077,8.44267091229685,5.181499979500223,8.372064329807248,7.224966096332173,7.980765124040819,5.819673158614983,6.126897273109435,4.967293311610647,6.845526932324548,9.360286224017226,11.506865724721987
14,3.377021325620814,5.001190427135902,7.118523119985357,4.944533478993597,3.8579729393426705,4.996974695036603,5.2605523387068756,2.5813179210381305,3.7573067547615953,3.544420485177873,4.069739548830306,3.8667043226452695,1.5756991929759445,7.5293053360246285,4.243285396457119,7.741693049114534,6.479523815334647,7.570286268423228,5.0230392093349465,5.31315368230013,4.0965549723949835,5.773522999436821,9.029082839441186,11.01297632745955
15,3.28946265289386,3.6565375411210357,7.449946047800249,5.702022032293232,3.9203959452079724,4.673687414838882,4.154986935838164,2.4537352706649185,3.7461264653541013,3.554860968609914,3.2057045375576294,1.5916642953569717,2.3078379678004564,8.238732002397718,3.2535436738232346,7.3448253446236,6.495876368779444,6.227863720050448,3.2652973234333333,5.138386571508418,4.290019491196823,5.225490094078858,8.211920113348516,10.47276245503545
16,2.514981382344047,4.97525317177972,6.311714644039973,5.340267320624902,3.8063683919494937,4.640559785813947,5.260542407412889,2.039258028081663,2.978987521869807,3.4514370526401166,3.2487715607779792,3.640872281518137,2.3354979558187443,8.083993979565477,5.336411462589949,7.19043082524567,6.391364384056173,6.381435937039777,3.6106536874103243,3.4830989519352182,2.0920015708473256,4.479782532737058,8.882931998356728,10.854170513090603
17,4.231496595155647,6.47728695104967,8.250209166829752,6.248366634057426,4.874042096283256,3.7614137819971036,4.659710095707561,2.963553466103213,1.9513250441522003,2.9475499531003373,4.446173360394405,4.4581714832712525,3.959179542368251,7.946703762077943,6.046939430843683,8.859811811539778,7.080955492891362,7.7598091343330715,5.77019398595134,5.7006150250000855,5.831096643437859,6.2908403779569175,9.514218393323048,10.523860686571526
18,3.4253790904639936,3.7770792364391728,7.062138641511495,6.237642075647922,4.636528289881903,5.2909343358412295,5.4046819201089855,3.647853064775902,4.193242408249383,4.032244140545262,3.9968930380089676,3.6261721620724825,3.0640231501756716,8.065446827728374,4.390679090605039,6.583267803028952,6.604321581674842,5.226536239940337,3.03630694532814,4.3605432820632295,3.454805746548303,3.974345805757891,8.958684826003116,11.201308369241596
19,3.1098830402426803,5.082926431180988,7.065300878213938,5.832808268869898,3.8666483096497273,4.564232734279028,4.415889669310493,1.7725534809792118,3.078749179020576,3.533845500394643,2.7062867630987157,2.3707920681936185,2.5947571954582123,8.341391577100953,4.567022969663549,7.672165123762351,6.513893920418728,6.966589346733735,3.80555806554619,4.78237862904858,3.5577364803935274,5.427207496418764,8.956768063175184,10.82198556225225
20,2.657221461305134,4.759779744173784,6.687412389687979,5.289946749383711,3.5616309384803513,4.483412081371765,4.813658045794698,1.7147972784767496,3.03148013815861,3.076768732420431,2.395617024058126,2.759551415956824,1.9353491459533592,7.991776755688794,4.620578704006836,7.340236505474251,6.365452881237075,6.809565061531356,3.545689681868745,4.390077569893797,2.767059490471223,4.547635429727977,8.565579273031434,10.644401000327067
21,4.195890753102741,6.6063245557777295,7.9263490467258055,5.812120760332509,4.786251953222774,5.045395009848195,5.218421480163926,3.3390346431741342,3.855116266589379,3.537949328436926,1.9516823408763015,3.6805606618800675,3.7913267613989046,8.37505304158156,5.39541442637073,8.461363234727656,7.291869549763894,8.51304293870169,5.153118534826844,6.197545375457833,4.510373489051913,5.609380478880618,8.62379220164239,10.514075887719619
22,3.9513943473604463,6.929381419524587,8.154636223558533,5.704113526595303,5.245025217146561,5.015979665637632,5.241713737838971,3.7160402890139674,3.8714242053913,3.454499065590495,2.5929981722208835,4.308268334581872,4.031945725107793,8.256755307169145,6.010098623219373,8.499584786799986,7.619727481982032,8.72620857930219,5.588520018610889,6.327859718176733,5.079582052257165,5.398298518102812,8.979859857739331,10.659349186829743
23,1.6710717245541646,4.744490383555932,6.57623490692951,5.121752338668602,3.7194117199700956,4.231096424011993,4.625814018227058,1.6104891890067103,2.623246136136446,2.7387098184331777,2.4451056353630087,2.9814009256405045,1.7582114324225575,7.840841128533522,4.980248777959848,7.065707124277629,6.420827921618826,6.5399554883993725,3.4176091648952487,3.942897277101869,2.7390754265192467,3.897499916138431,8.742499253668761,10.679878136798894
24,3.964120153447438,5.649700492587503,8.108436879171437,6.030202887745206,4.410978227167721,3.5487324131355615,4.178351689357098,2.512749853549385,1.929255914099692,2.4229625480927774,3.582131379770271,3.416700069917683,3.4386405888471123,7.850568431829105,5.087210751865229,8.443220853439739,6.781902498372415,7.240929883255217,4.9397270697384466,5.574914986478783,5.402952691777983,5.766735324359871,8.839493248168514,10.230020414399345
25,4.702900751264999,5.8471886024383695,7.82547396054947,6.432760992848406,4.45632884040895,4.230438512257108,5.045601264631785,2.844325546244827,2.558302981206767,3.581500763735333,4.266036852583814,3.9743041473830645,3.9776778179352084,8.316406960479211,5.366637218343842,8.615172210092659,6.677858588184034,6.900858376922249,4.962718433478578,5.114637557032702,4.895404142564987,6.500105878131555,8.951140133974194,10.461713836766043
26,4.483539092745916,5.661237836157421,7.380629128285402,7.058153711169315,4.949702198038002,4.62878458803252,5.4377290819205,3.3837727236285438,2.8337596367516613,4.302992492842764,4.864617930512733,4.449681239234791,4.483168295680901,8.787554115304177,6.114233767696962,8.012294428085431,6.7640250237819455,5.351588184452631,4.181657892265356,3.732130193230838,4.246056174394295,5.8804953325448395,9.396351718873895,10.817067303381572
27,3.70417886836272,6.0293794540422105,7.716779302882335,6.411515322360881,4.946736149828898,3.7973343523929954,4.766995794051809,2.9785046696753694,1.6126475882588964,3.209565977352365,4.577242406272577,4.5158399798020925,4.024818276794727,8.132021029414323,6.293165411574906,8.187724838835992,6.933350685002621,6.4283745467432185,4.9379035156138915,4.403608512375673,5.073263372459372,5.555661399141976,9.582610113517369,10.673068285861664
28,3.669743678309921,5.466656095792237,6.7895776850814435,6.0215853394696985,4.080119226781885,4.639800712880941,5.279841405799177,2.519200414954264,2.6580408877617145,3.389457445304799,3.1469126304035666,3.626292824733964,3.03062389980459,7.9737288555913,4.831010300631082,7.426742327458573,6.268910590474778,6.21222277122438,3.806912297363959,3.95302755562575,2.3465113321993107,5.054604176374075,8.907722915910062,10.73290363407059
29,2.924362023734162,5.925738897163673,6.870193812439488,5.496715288068989,4.256658323543308,4.178212747429597,5.10109248306458,2.344964786208156,1.743998763437703,2.6733940614267304,3.3768402656905856,4.214065250527823,2.7670344842603862,7.505136659289731,5.487906730087033,7.520411074545165,6.4537316384784305,6.736734642447433,4.54972688650685,3.9563611000488397,3.11665818039914,4.788682383580693,9.28068339741675,10.777226314548397
30,2.2008031955868277,3.9363902263671746,6.81134369580119,5.289273414727013,3.6796509789218295,4.108360975098285,4.177627398315935,1.6247006520463774,2.4343221744110615,2.7789571796837738,3.17983694795818,2.529289180390822,1.5151339971557893,7.649162046888724,3.859422441702473,6.8707754691610985,6.123045557481193,5.570652450441571,3.1214101887627974,3.8043767767423304,3.2185552210829598,4.578118579967446,8.66221067877037,10.634155067062963
31,2.798212044675697,6.441755478197054,8.503386594382283,5.8660766607904575,4.598517096419079,4.716273885921098,5.134801639743272,2.7035972713331486,3.2987698135639696,3.78990438750654,4.100209273324882,4.139823043211425,3.2349078881757776,6.980879352225575,6.084003461179767,9.124343119098212,8.504659133378793,6.960254398286233,4.493758350090508,4.28549676972488,3.9060373128954007,5.098475623292219,9.764633071797169,11.480841039621762
32,3.3138729676089436,5.468275212987916,7.87785131469258,5.399615026645285,4.603297238213492,4.15652747093971,4.201331811574989,2.596386975345988,2.777714868331252,3.2790792523870484,4.416688403996569,3.8842681365279437,3.0745108755348967,7.866566680571359,5.168280718412555,8.205869401754992,6.932382696710464,7.293631807755635,5.282768865337236,5.3155650465882065,5.48667770078301,6.271280299478943,9.369067422866816,10.864343648268989
33,3.6237381873990144,6.446907748533716,7.500290050554296,5.24902856776127,4.335990217278642,4.176030057477884,4.963903515420656,2.4172783611738486,2.0688877970680286,2.49513346350735,2.9644516478580916,4.154184842367205,3.0348561771111617,7.439102652500625,5.321291265172984,8.255648290855422,6.716619192033792,7.946707377550049,5.382934189871814,5.252795491601433,4.18623533216211,5.7750027880347385,9.210954012063896,10.748520900332476
34,3.118547965372697,5.915438511933363,7.2924919210446415,6.143799941576265,4.4932737204658455,4.66971681765561,4.4316343680029275,2.3607878146966037,2.7521126238937175,3.805108666397765,4.161074202180957,3.6122612757828882,2.8479979898624506,8.14210256788934,5.001346841969441,7.790161187129075,6.63384883763439,6.981095282994319,4.800281421091498,4.746137549747684,4.261342331797939,6.003129567245271,9.752331249425763,10.958137772844864
35,4.123417831950966,5.374773561892092,8.524729814982186,5.90872542889745,4.891828785503541,3.9501694016309363,4.218355334103032,3.2991315530695395,3.178143448854728,2.7410452658186055,3.1183340059157896,3.303250452450075,3.9891900693066256,8.143690685632727,5.228116397173058,8.450643178880892,7.29629707680901,7.4809343060948885,4.8248535577400515,6.133289698994353,5.895376152130127,5.503586287617007,8.522827340025845,10.428984594168291
36,2.2950385730127825,4.5264906119793284,7.439354931785562,5.0908566623372495,3.95540422993666,3.933402547455478,3.824749450316509,1.927860761940473,2.5160416473875786,2.249038422534671,3.0570835323881504,2.6612230353409227,1.5478073347270185,7.38881491799715,3.937353360483659,7.3516411906063395,6.468507216119882,6.75159314532938,4.153121735941136,5.019577156150776,4.467617733947217,4.822383763436904,8.795890687743807,10.589350597618997
37,2.5850119867650663,5.141987969332141,7.204050441071947,5.741997661239769,4.030218938563345,4.09899141003891,4.0039761064395005,1.619264452852973,2.6232059152981178,3.2674897991050833,3.0111090345094946,2.473953618124489,2.755228834123213,8.497231229493217,5.155147281806507,7.751245131867308,6.700008330452723,6.743204475603817,3.7523647829596136,4.538697543675925,4.1097894550969745,5.1176294703287315,8.685308917186067,10.32026916683268
38,3.3953962666596067,5.125873838979976,7.8166763785598175,5.943167960032319,4.609511462838476,3.4885872591464766,4.235436770254986,2.676936272604867,1.7039965589975912,2.36753357088299,3.6585289556639413,3.676415175566411,3.507535060652027,7.697095746194589,5.387033195474814,7.858918726472609,6.7758960967367035,6.382370988938316,4.426524074014827,4.791044044515436,5.055489465197288,5.067945359926383,9.247197177686303,10.827972877404461
39,4.234118456061729,6.3495985532323305,9.303841144318097,6.106631383973203,4.781456534141785,4.32760114080775,4.980468332860244,3.131973884885567,2.795845241391812,3.314490334235645,4.9197529390787675,4.520992764238078,3.5291264420155484,5.845319692487316,5.161547633494009,9.603120552494799,8.333555093589602,7.060092041603706,5.529482660507105,5.339614731520488,5.370955991283743,6.473673736929767,10.24234583564102,11.870483442924163
40,5.321215026843188,7.129340040024601,8.227846173730113,4.356757457718303,2.9440386352595627,4.096049995913573,4.928890708736689,4.6799053031857865,5.272208226568131,4.620419583071401,3.879225054227241,5.041302571705791,4.560052256801742,8.523140020816152,6.069057754300121,8.990018177755223,7.827877951915668,9.258516545811288,6.3010281372700465,6.827949725621172,5.059846287119936,6.486161486350423,8.397756777782185,10.770733881202716
41,3.424551702263053,4.404304739867492,7.353294764370654,5.214485368289834,3.446708267793275,4.307821132056938,4.282286774707018,1.6956574965347522,2.9850750623759637,2.831525566122269,2.965049865945978,2.2217480033629244,1.5324300159972044,7.59992242586083,3.0355762374294217,7.689295012373053,6.192670995366909,6.958615154499031,4.154775084672037,5.255466395828168,4.0791117352388016,5.689791911414598,8.420830333727038,10.505612856987028
42,2.149781665767282,5.238627908066818,7.380253595453697,6.019702490635997,4.837146925083041,4.937067744543449,4.547190192268872,3.20018784579821,3.830138566630633,3.669229420203931,3.2206472664524,3.2445976395892964,2.9475243403221256,8.380024210848534,5.307506290652008,7.118224297564929,7.126054260576042,6.827650271016075,3.8178002245547007,5.052001827584002,4.268439195457057,3.7449520679113255,9.0475321160442,10.696024720620473
43,2.977934200464824,6.52180481028342,8.378986998502924,6.155007921834567,4.758351888860765,4.526999633792835,5.6918886647418026,3.1160546670175107,2.905253906453692,3.429644243373008,4.290909862916659,4.8207788343575,3.5420761987684948,6.575361114513088,6.636286335224197,8.975714436866435,8.462193831407543,6.560304879046804,4.467826108387551,3.7811553000343725,3.5913134047271313,4.086909396226497,10.00935324655892,11.632012565008015
44,3.8502857202019913,5.956828743022041,7.659571018991969,6.634996177364234,4.434428868429736,4.3201611720497874,4.169447530832036,2.258829408758276,2.2758751983291408,3.7479284476548225,4.360993663973348,3.31924005309305,3.2740168316787632,8.348072051145126,4.855950877939762,8.221629980876862,6.546336401797509,6.783315655332077,4.8149163283711465,4.986636999019956,4.79013147760094,6.445695434644564,9.472356327437943,10.449740951950336
45,4.667636318586425,5.960464477539063e-08,6.1757679041358955,6.6513449794200525,5.547487511123963,6.137537333583406,6.000901879876743,4.798277022672094,5.476058863815027,5.356018042247992,5.233828993304567,4.524390691984001,4.51007042027233,9.859011395928674,5.116995370242069,5.279992812264345,5.510747891668162,5.639059248769591,4.082202145614119,5.381807747247892,5.29073892441429,5.6439417638667235,9.622592683610812,12.236649488611837
46,5.351445223635745,6.08239324234649,8.233482351453821,5.125234702084486,2.322709548838723,3.4470344424456,4.522642394259645,4.497387772968206,4.871218275828827,4.343952062545357,4.725006423631089,4.774577058229453,4.164630788146584,8.048277569478344,5.3218806516811,8.653125222189825,7.305943013468091,8.232981134352867,5.930192607322086,6.5622361526130515,5.377307775654662,6.308705642054188,8.826424108048386,10.956479159641237
47,3.250084054315291,3.4248210614758374,7.174848039332219,4.806689842129036,3.918013431778814,4.731398137244967,5.040495386020909,2.903711483429378,3.839097585242998,3.0271413587586538,2.9090739492847124,3.0473150270535,2.176179063543728,7.579736914196378,3.6554819043459337,7.0409882170275955,6.481808714041225,6.274945455266296,3.471523032737892,4.852273293805878,3.662455513850013,4.455073907558895,8.037244431055958,10.805893362109545
48,3.38937496871244,5.421687689448456,6.136511311456946,7.251674224259134,5.1136310374408,5.861050720958421,6.183517537250777,3.751644302413952,4.294760258915637,5.390019787394151,5.122992138351845,4.729101220206301,4.150383303106549,9.371877144922141,6.685474606087051,6.900363490206841,6.9260793671845615,4.912011370770612,3.1835173777804764,2.1976343505991407,2.0186774115772668,4.543970820689981,10.016064843053652,11.56829560326913
49,2.5474167124361125,5.292232848308838,7.340483629514078,5.751408397530099,4.956072216385914,5.319616193599272,5.150514117006422,3.631351915616571,4.1939661210697965,3.9750341026934306,4.388207467724226,4.1968954991537215,2.6706184048133523,8.028213496188533,5.169149966868001,7.086104557854167,7.065145865394908,6.8421739292044474,4.563740685675756,5.083734546395126,4.431687954735412,4.323873421140506,9.183688397794898,10.784321708173207
50,3.480475102666478,4.681646107430652,7.551285196579558,5.613356008193148,4.055874450923673,3.980169538664873,4.147047557444597,2.027875740763208,2.685194165817576,3.275674085698418,3.7737474586663984,2.892459699910792,3.0465319418262284,8.276685957132901,4.780925574030501,8.027955251964,6.624911973232776,6.50724624253371,4.169568032762171,4.769465572147656,4.77678482855075,5.919927249041963,8.579270934741707,10.433668308343892
51,3.690890512628902,6.308023774285548,7.897230269073237,6.48208434174111,4.7550686893043945,4.2348802471459335,4.152844279206541,2.5789332242549463,2.220562254799555,3.5890947055452043,4.572587035177045,3.8439959904633363,3.4085947741550506,8.18474561733632,5.3308672224074485,8.366354547347816,6.820899085529661,7.222435869215935,5.326568845192372,5.2789881303804105,5.304671799025031,6.41890561366456,9.713189581376175,10.530182374018077
52,3.49072155695667,6.6772169997471496,7.635897984846345,5.607684173041106,4.7696629345114845,4.167637711331624,4.950524139313962,2.8276451722687996,1.9411346116135089,2.694354453182502,3.6313718342996726,4.553841005605235,3.391534931395235,7.5189345467779924,5.827075315783875,8.218355026123232,6.914273510221938,7.764988404301576,5.5369567337753836,5.1390148200431485,4.584476886966706,5.6242956590201825,9.580877327971955,10.817242099879993
53,3.4501688692818857,6.219562112806449,7.197453633802916,5.756062142185083,4.326991573279553,4.15144887376552,4.912217949270826,2.3048158168271433,1.650113387331652,2.8138615756659124,3.2838138376431996,4.029040041964766,3.1122894387329234,7.678817957330625,5.373033911432862,7.912480866095516,6.522907586554371,7.084203607880915,4.8139847324415905,4.474699523650461,3.6281020616821436,5.479193258481191,9.32087358212997,10.723034765033091
54,4.2790448774425505,5.6509559531639395,7.734062615205472,6.816064516386749,4.348898152295958,5.102307001907119,4.447360331597869,2.738979760009854,3.6302494426962935,4.122634764205701,3.369611884118818,2.260819145058781,3.1711940580799474,8.484367273811113,3.602733970604048,8.015555731948178,6.559975369523843,7.219093620114718,4.382052168811213,5.777501608685728,4.337309834970847,6.296173169423577,9.219437768046237,10.745711739383788
55,2.8225201049719075,5.483025960992567,7.205249753490772,5.375179826013768,4.007266834984991,4.5749224753773925,4.64454354632641,2.1149075424797585,3.010047690757379,3.2826511323967384,4.0027965413160285,3.6332133382491434,1.6811121820246753,7.648745190440523,4.659045074064783,7.784738135831314,6.5241282303448385,7.508294295433382,5.004679927037921,5.1510408205264095,4.331369230135146,5.633920210751004,9.366312743091033,10.816875520568217
56,3.911516319671314,4.941851892052676,8.830642630199526,5.3176089120817895,4.226311358494044,4.89228085370352,5.259866856916972,3.1713702986140047,4.063117220389276,3.47777484513056,3.383468641673915,3.3116315342436824,3.051346439504381,6.457009340883134,4.091527777054012,8.894445453774978,8.260486317426382,6.318129014669514,3.7147552556972707,4.953880015601089,3.90489600829881,5.18987446832537,8.468309955493877,11.316917449599343
57,3.6158906385574885,5.353612851321311,7.740165936412976,5.473284730996865,4.117514940909864,4.631880424987096,4.007390729814722,2.2467921619603426,3.225705486704968,3.3347686662546905,3.0390572936432094,2.3959139750340737,2.410234695187224,7.901078665380916,3.2379861760229964,7.94230261129004,6.562819701043568,7.402827641141934,4.673069033670198,5.668025854625944,4.5518109742952895,6.302128840781521,8.69388279445125,10.514179837740967
58,2.9568795231289697,3.6690713950517893,6.821731073242868,4.4901038548048975,3.576282243251201,4.397841959007238,5.05411491103605,2.2826945731678134,3.2096452108028144,2.755390455869649,3.1259788548184653,3.3220618359496155,1.7742082436723439,7.431088643706498,4.066582932413121,7.123483964326871,6.25976857134037,6.1941116461647345,3.634866909281397,4.222657581793836,3.217510886548389,4.672082418036583,8.203881826839377,10.794333272702174
59,6.614436771130754,6.1757679041358955,0.0,8.856828266342179,7.698024602894067,8.353320925183029,8.622340733456893,7.042550948038697,7.250489450862968,7.931084368277126,7.6062528396471505,7.681831444125943,7.0034677173988875,13.575754991901977,8.894382025859368,2.973843277552537,3.2767351857158853,7.947088900476523,6.820220849001982,6.361953291101992,6.18637721789175,7.019141260681602,10.372520352890968,11.270330538465663
60,2.2278603586816854,5.357265053370988,6.776309656523329,5.982472444979671,4.327886580538653,4.319017576097846,4.595484970113109,2.0903494337972157,2.6300075153065534,3.7398753066630483,3.910829994931875,3.5252924708820386,3.090578440215296,8.70502174905982,6.006686012272378,7.511931539150145,6.759307445887164,6.103824312136863,3.6651557110352977,3.4583275339417323,3.640953386659653,4.745348941315655,8.987597354296389,10.376281760934718
61,2.1319637215286975,5.894141637560658,6.957248977817148,6.403785623538665,4.980849838927557,4.593345279376976,4.82712072381868,2.8675265483421213,2.880828115166434,4.080773145096339,4.459003872574003,4.265168302672894,3.646329437889483,8.783835356784524,6.679055791705396,7.498844026729261,7.113187537001936,6.252790413351406,4.179470658510885,3.569715616487868,4.1299978233136185,4.602241216079094,9.765691593162707,10.87342602496838
62,3.6805405723318207,4.759311429202023,6.87493265460728,6.58234214037688,4.848443069969929,4.8833204556461824,5.9832952431059745,3.7011809615669735,3.5750229652590204,4.146778415003339,5.007545170144874,4.859663167819049,3.9036127194571506,8.427313524283871,6.37888423518319,7.265456012519974,6.806445869139317,5.093968662592377,3.770782900611776,3.3429381597501213,3.8047304550809833,4.055920119154236,9.287182274121994,11.009880917507285
63,2.552145640539361,4.807027824836217,7.260526734263673,5.375506889707115,4.0718468727606085,4.728528349905151,4.510144783046892,2.497381540835611,3.508796874407073,3.256247950911949,3.6115970691131847,3.0958910466271163,1.4510741968779244,7.713353912548769,4.099648333534554,7.328874303308417,6.570085990250579,7.063421575525291,4.348798714241869,5.215651021711385,4.229951655617646,4.868476912449688,8.880811768448782,10.615948822212
64,9.041617262590528,9.622592683610813,10.372520352890968,7.5105384085559175,8.756412400500784,9.19595772840615,9.394889783291356,8.574355292615694,9.098107266836235,8.277291956623129,7.652788463579298,8.325919339894101,8.385871057085335,12.898608730586064,8.614452670781862,10.893647207268687,9.648952799416383,11.342568089238645,9.090774959722788,10.071537426810867,9.071903280674476,9.60030079378566,0.0,5.3492074705027735
65,4.000861334273548,6.306422916940785,7.618008143610538,7.45307719334605,5.255320543143874,4.285995952190025,5.052111714004285,3.334239840409083,2.166594781764648,4.109606448822635,5.120010372905599,4.663112997486287,4.519582880649876,8.77425921582416,6.793970207647651,8.183940296118465,7.025774021823424,5.98331823274027,4.717858570259091,4.122185680806802,4.986786773016192,5.532129266867237,10.148214800439384,10.876697738609158
66,3.0405479258242463,5.639780695508358,7.486416133225129,5.633006216558692,4.092280188065342,3.680419001213694,4.138717669883901,1.647888612251356,1.4156261616107841,2.5287783893312925,3.702574440408825,3.515575996540767,2.56315052259393,7.593641740015692,5.085091442639378,8.066045792487332,6.5243076276380245,7.244345037597585,4.945714716333855,4.944978694987026,4.710804335667456,5.722392211659132,9.480624976014523,10.772382464584899
67,1.9587911730332628,4.9434743091447055,6.607397601072897,5.943874341346761,4.266452443764624,4.375158057856518,4.832168501062445,2.3265956809098896,2.5216569635988426,3.516162683733593,4.465164193300974,3.9592113273966323,2.4169534916855944,8.041130764449711,5.595417463977979,7.045599276761166,6.452361449763375,5.641533373903561,3.829891844394786,3.2215955530083846,3.4910675207616118,4.353868179075546,9.434206202679755,10.758470180043266
68,3.188334528864973,6.443234675415019,7.437412988449951,6.026923172212368,4.766805549458297,4.150079912726596,4.756557937434129,2.7344721329372663,1.7675698670025792,2.8720086074242377,3.5231913539149438,4.221121602364862,3.41009639221067,7.788903499113447,5.79772464676125,7.870054535556623,6.818657954957908,7.108006424991485,4.925230251533305,4.640516878706589,4.182041987599645,5.124127158486106,9.571953187259505,10.734542487857917
